13.4738 	INFO 	Loaded monitor calibration from ['2024_08_09 11:55']
14.8745 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87B80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87B20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87970>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C191E4AA90>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.8746 	EXP 	window1: backgroundImage = ''
14.8746 	EXP 	window1: backgroundFit = 'none'
14.8749 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87CA0>
14.8753 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87CA0>
14.8787 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87CA0>
14.8793 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001C191A87CA0>
14.9142 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9158 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9174 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9191 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9210 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9224 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9244 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9269 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9285 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
