8.5579 	INFO 	Loaded monitor calibration from ['2024_08_09 11:55']
9.4366 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B03356AF0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B03356A90>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B033568E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027B03717A00>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4366 	EXP 	window1: backgroundImage = ''
9.4366 	EXP 	window1: backgroundFit = 'none'
9.4368 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B03356C10>
9.4369 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B03356C10>
9.4382 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B03356C10>
9.4386 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B03356C10>
9.4552 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4561 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4596 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4604 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4614 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4625 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4633 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
