68.7943 	INFO 	Loaded monitor calibration from ['2024_08_09 11:55']
70.3383 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453D00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453CA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453AF0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D385817C10>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
70.3384 	EXP 	window1: backgroundImage = ''
70.3385 	EXP 	window1: backgroundFit = 'none'
70.3388 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.3390 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.3413 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.3420 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.3637 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3674 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3695 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3707 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3735 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3746 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3758 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3769 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3821 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3852 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.3855 	DEBUG 	Uploading Texture Font fontname to graphics card
70.3966 	DEBUG 	Upload of Texture Font fontname complete
70.3992 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.3994 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.4004 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.4013 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D385453E20>
70.4219 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.4234 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.4248 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.4251 	DEBUG 	Uploading Texture Font fontname to graphics card
70.4346 	DEBUG 	Upload of Texture Font fontname complete
70.4381 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
70.4382 	EXP 	window1: recordFrameIntervals = False
70.6310 	EXP 	window1: recordFrameIntervals = True
70.8137 	EXP 	Screen (0) actual frame rate measured at 60.16Hz
70.8137 	EXP 	window1: recordFrameIntervals = False
70.8138 	EXP 	window1: mouseVisible = True
70.8145 	EXP 	window1: mouseVisible = True
70.8149 	EXP 	window1: mouseVisible = True
70.8164 	EXP 	window1: mouseVisible = True
70.8178 	EXP 	window1: mouseVisible = True
70.8646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8693 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8760 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8842 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8873 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8901 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
70.8907 	DEBUG 	Uploading Texture Font fontname to graphics card
70.8916 	DEBUG 	Upload of Texture Font fontname complete
70.8951 	EXP 	window1: mouseVisible = True
